date;nom_officiel_epci;code_officiel_epci;consommation;operateur;centroid
2020-05;Lille;200093201;357537809;GRTgaz;50.643899239,3.033354341
2020-06;Brest;242900314;61922858;GRTgaz;48.399766488,-4.470570034
2020-06;Montpellier;243400017;35133152;GRTgaz;43.615713457,3.863300356
2020-06;Orléans;244500468;62584853;GRTgaz;47.89783828,1.9293242830000001
2020-07;Metz;200039865;28363287;GRTgaz;49.100843858,6.148999731
2020-07;Grenoble;200040715;96831368;GRTgaz;45.141957344,5.718258638
2020-07;Orléans;244500468;57447491;GRTgaz;47.89783828,1.9293242830000001
2020-07;Lille;200093201;223272924;GRTgaz;50.643899239,3.033354341
2020-07;Euro Strasbourg;246700488;114817884;GRTgaz;48.572480043,7.717683131
2020-08;Rouen;200023414;197843229;GRTgaz;49.413131944,1.027548527
2020-08;Marseille;200054807;2542604345;GRTgaz;43.493308185,5.344536034
2020-08;Montpellier;243400017;25581150;GRTgaz;43.615713457,3.863300356
2020-08;Tours;243700754;25876553;GRTgaz;47.38424743,0.629245819
2020-09;Nice;200030195;51791544;GRTgaz;44.021281136,7.154480276
2020-09;Grenoble;200040715;128108318;GRTgaz;45.141957344,5.718258638
2020-09;Grand Paris;200054781;918009642;GRTgaz;48.843924589,2.3981689040000003
2020-09;Rennes;243500139;77153682;GRTgaz;48.108214364,-1.711435099
2020-10;Rouen;200023414;655847532;GRTgaz;49.413131944,1.027548527
2020-10;Metz;200039865;140361777;GRTgaz;49.100843858,6.148999731
2020-10;Toulon;248300543;65884369;GRTgaz;43.120017199,6.040528518
2020-11;Dijon;242100410;223478616;GRTgaz;47.306577753,5.040958764
2020-11;Lille;200093201;903589231;GRTgaz;50.643899239,3.033354341
2020-11;Euro Strasbourg;246700488;447093256;GRTgaz;48.572480043,7.717683131
2020-12;Metz;200039865;295559237;GRTgaz;49.100843858,6.148999731
2020-12; Lyon;200046977;1516021974;GRTgaz;45.763270618,4.853886453
2020-12;Grand Nancy;245400676;461840313;GRTgaz;48.673467213,6.193510864
2021-01; Lyon;200046977;1833691199;GRTgaz;45.763270618,4.853886453
2021-01;Brest;242900314;237028184;GRTgaz;48.399766488,-4.470570034
2021-01;Toulon;248300543;207522507;GRTgaz;43.120017199,6.040528518
2021-02;Grenoble;200040715;327725683;GRTgaz;45.141957344,5.718258638
2021-02;Grand Paris;200054781;5543479313;GRTgaz;48.843924589,2.3981689040000003
2021-02;Dijon;242100410;250682737;GRTgaz;47.306577753,5.040958764
2021-02;Brest;242900314;226724092;GRTgaz;48.399766488,-4.470570034
2021-02;Orléans;244500468;259512521;GRTgaz;47.89783828,1.9293242830000001
2021-02;Grand Nancy;245400676;430927720;GRTgaz;48.673467213,6.193510864
2021-03;Rouen;200023414;539029317;GRTgaz;49.413131944,1.027548527
2021-03;Nice;200030195;228359278;GRTgaz;44.021281136,7.154480276
2021-03;Metz;200039865;231776762;GRTgaz;49.100843858,6.148999731
2021-03;Nantes;244400404;513351866;GRTgaz;47.224910325,-1.593721407
2021-03;Lille;200093201;1066072095;GRTgaz;50.643899239,3.033354341
2021-03;Clermont Auvergne;246300701;259335269;GRTgaz;45.771532407,3.090485542
2021-03;Toulon;248300543;143034090;GRTgaz;43.120017199,6.040528518
2021-04;Rennes;243500139;225887762;GRTgaz;48.108214364,-1.711435099
2021-04;Tours;243700754;143249922;GRTgaz;47.38424743,0.629245819
2021-04;Grand Nancy;245400676;198930285;GRTgaz;48.673467213,6.193510864
2021-04;Lille;200093201;826504953;GRTgaz;50.643899239,3.033354341
2021-04;Toulon;248300543;104872373;GRTgaz;43.120017199,6.040528518
2021-05;Rennes;243500139;147050098;GRTgaz;48.108214364,-1.711435099
2021-05;Tours;243700754;95464853;GRTgaz;47.38424743,0.629245819
2021-05;Grand Nancy;245400676;135591336;GRTgaz;48.673467213,6.193510864
2021-05;Lille;200093201;525176594;GRTgaz;50.643899239,3.033354341
2021-06;Dijon;242100410;29364961;GRTgaz;47.306577753,5.040958764
2021-06;Clermont Auvergne;246300701;51991938;GRTgaz;45.771532407,3.090485542
2021-07; Lyon;200046977;387470900;GRTgaz;45.763270618,4.853886453
2021-07;Montpellier;243400017;30364402;GRTgaz;43.615713457,3.863300356
2021-07;Rennes;243500139;57166680;GRTgaz;48.108214364,-1.711435099
2021-07;Nantes;244400404;106367574;GRTgaz;47.224910325,-1.593721407
2021-07;Orléans;244500468;59075474;GRTgaz;47.89783828,1.9293242830000001
2021-08;Dijon;242100410;26672490;GRTgaz;47.306577753,5.040958764
2021-08;Brest;242900314;55926909;GRTgaz;48.399766488,-4.470570034
2021-08;Rennes;243500139;48254249;GRTgaz;48.108214364,-1.711435099
2021-08;Nantes;244400404;105762196;GRTgaz;47.224910325,-1.593721407
2021-08;Grand Nancy;245400676;43673788;GRTgaz;48.673467213,6.193510864
2021-09;Metz;200039865;34363130;GRTgaz;49.100843858,6.148999731
2021-09;Brest;242900314;54268518;GRTgaz;48.399766488,-4.470570034
2021-09;Rennes;243500139;61447418;GRTgaz;48.108214364,-1.711435099
2021-10;Grenoble;200040715;190926867;GRTgaz;45.141957344,5.718258638
2021-10;Grand Paris;200054781;2658252441;GRTgaz;48.843924589,2.3981689040000003
2021-10;Marseille;200054807;1696947433;GRTgaz;43.493308185,5.344536034
2021-10;Brest;242900314;60636671;GRTgaz;48.399766488,-4.470570034
2021-10;Clermont Auvergne;246300701;138738023;GRTgaz;45.771532407,3.090485542
2021-11;Nice;200030195;196679012;GRTgaz;44.021281136,7.154480276
2021-11; Lyon;200046977;1292249571;GRTgaz;45.763270618,4.853886453
2021-11;Montpellier;243400017;183522363;GRTgaz;43.615713457,3.863300356
2021-11;Tours;243700754;250761763;GRTgaz;47.38424743,0.629245819
2021-12;Grand Paris;200054781;6012617946;GRTgaz;48.843924589,2.3981689040000003
2021-12;Saint-Etienne;244200770;497262099;GRTgaz;45.472913756,4.418311566
2021-12;Toulon;248300543;184418125;GRTgaz;43.120017199,6.040528518
2022-01;Marseille;200054807;3383337753;GRTgaz;43.493308185,5.344536034
2022-02; Lyon;200046977;1202658607;GRTgaz;45.763270618,4.853886453
2022-02;Orléans;244500468;238293273;GRTgaz;47.89783828,1.9293242830000001
